genres,id,popularity,vote_average,vote_count,original_title,release_date,overview,tagline,title,rating,weighted_rating,description
"Comedy, Drama, Romance",4043,12.009833,7.2,37.0,La Ley del Deseo,1987-02-06,"When porn director Pablo reluctantly breaks up with his boyfriend, Juan, he encourages him to stay in touch. Juan moves away to live in a lighthouse and eventually writes his ex, but in the interim Pablo has taken up a psychotic new lover, Antonio (Antonio Banderas). Antonio intercepts their correspondence and flies into a towering rage, terrifying Pablo but inspiring him creatively as he works on a play about his transsexual sister.",,Law of Desire,3.5,3.336803515586637,"When porn director Pablo reluctantly breaks up with his boyfriend, Juan, he encourages him to stay in touch. Juan moves away to live in a lighthouse and eventually writes his ex, but in the interim Pablo has taken up a psychotic new lover, Antonio (Antonio Banderas). Antonio intercepts their correspondence and flies into a towering rage, terrifying Pablo but inspiring him creatively as he works on a play about his transsexual sister."
Drama,49314,2.818797,6.1,16.0,Dominick and Eugene,1988-03-18,"Dominick and Eugene are twins, but Dominick is a little bit slow due do an accident in his youth. They live together, with Dominick working as garbage man to put Eugene through medical school. Their relationship becomes strained when Eugene must decide between his devotion to his brother, or his need to go away to complete his training. Things are also not helped by Dominick's co-worker, or Eugene's budding romance.",,Dominick and Eugene,3.5,3.335212094099439,"Dominick and Eugene are twins, but Dominick is a little bit slow due do an accident in his youth. They live together, with Dominick working as garbage man to put Eugene through medical school. Their relationship becomes strained when Eugene must decide between his devotion to his brother, or his need to go away to complete his training. Things are also not helped by Dominick's co-worker, or Eugene's budding romance."
Documentary,4539,4.617117,8.0,61.0,Hearts of Darkness: A Filmmaker's Apocalypse,1991-09-06,"A chronicle of the production problems — including bad weather, actors' health, war near the filming locations, and more — which plagued the filming of Apocalypse Now, increasing costs and nearly destroying the life and career of Francis Ford Coppola.",The magic and madness of making Apocalypse Now,Hearts of Darkness: A Filmmaker's Apocalypse,3.0,3.324711960265245,"A chronicle of the production problems — including bad weather, actors' health, war near the filming locations, and more — which plagued the filming of Apocalypse Now, increasing costs and nearly destroying the life and career of Francis Ford Coppola.The magic and madness of making Apocalypse Now"
"Drama, Fantasy",5048,1.572239,6.5,27.0,Prospero's Books,1991-09-05,An exiled magician finds an opportunity for revenge against his enemies muted when his daughter and the son of his chief enemy fall in love in this uniquely structured retelling of the 'The Tempest'.,"A magician's spell, the innocence of young love and a dream of revenge unite to create a tempest.",Prospero's Books,2.3,3.3210807321058633,"An exiled magician finds an opportunity for revenge against his enemies muted when his daughter and the son of his chief enemy fall in love in this uniquely structured retelling of the 'The Tempest'.A magician's spell, the innocence of young love and a dream of revenge unite to create a tempest."
"Drama, History",5051,4.46536,7.3,21.0,The Baby of Mâcon,1993-05-01,"A town cursed with barren women and famine is saved by a miracle birth to an old, ugly woman: the Mother. Immediately afterwards, the old woman's Daughter (Ormond) claims to have delivered the baby herself in a virgin birth. She imprisons the Mother and begins to exploit the Baby by selling blessings to the desperate townspeople of Mâcon.",,The Baby of Mâcon,3.25,3.3331615680533435,"A town cursed with barren women and famine is saved by a miracle birth to an old, ugly woman: the Mother. Immediately afterwards, the old woman's Daughter (Ormond) claims to have delivered the baby herself in a virgin birth. She imprisons the Mother and begins to exploit the Baby by selling blessings to the desperate townspeople of Mâcon."
"Comedy, Drama, Romance",5187,4.689828,3.9,8.0,Three of Hearts,1993-04-30,A lesbian hires a male escort to break the heart of the bisexual woman who has just dumped her.,Three wild hearts. One sexy romantic comedy.,Three of Hearts,4.0,3.336462011019875,A lesbian hires a male escort to break the heart of the bisexual woman who has just dumped her.Three wild hearts. One sexy romantic comedy.
"Action, Drama, Thriller",2487,7.228457,7.8,79.0,修羅雪姫,1973-12-01,Yuki's family is nearly wiped out before she is born due to the machinations of a band of criminals. These criminals kidnap and brutalize her mother but leave her alive. Later her mother ends up in prison with only revenge to keep her alive. She creates an instrument for this revenge by purposefully getting pregnant. Yuki never knows the love of a family but only killing and revenge.,,Lady Snowblood,3.0,3.3220750032227118,Yuki's family is nearly wiped out before she is born due to the machinations of a band of criminals. These criminals kidnap and brutalize her mother but leave her alive. Later her mother ends up in prison with only revenge to keep her alive. She creates an instrument for this revenge by purposefully getting pregnant. Yuki never knows the love of a family but only killing and revenge.
"Adventure, Comedy, Romance",3716,7.202994,7.5,54.0,Im Juli,2000-08-23,Can Daniel follow the sun from Hamburg to the Bosporus by Friday to meet his love?,A Summer Night's Dream,In July,3.5,3.3380694705193434,Can Daniel follow the sun from Hamburg to the Bosporus by Friday to meet his love?A Summer Night's Dream
"Fantasy, Drama, Science Fiction, Romance",844,7.157169,6.9,208.0,2046,2004-05-20,"2046 is the sequel to Wong Kar-Wais’ successful box-office hit In The Mood For Love. A film about affairs, ending relationships, and a shared love for Kung-Fu novels as the main character, Chow, writes his own novel and reflects back on his favorite love Su.",Are you still in the mood for love?,2046,3.0,3.30436122133581,"2046 is the sequel to Wong Kar-Wais’ successful box-office hit In The Mood For Love. A film about affairs, ending relationships, and a shared love for Kung-Fu novels as the main character, Chow, writes his own novel and reflects back on his favorite love Su.Are you still in the mood for love?"
"Crime, Drama, Horror, Thriller",467,4.406514,6.4,227.0,The Hole,2001-04-20,Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.,"Once you get in, you can't get out.",The Hole,3.3333333333333335,3.3339166467793646,"Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.Once you get in, you can't get out."
"Drama, Thriller",3577,2.577643,6.9,33.0,Der Tunnel,2001-01-21,"Inspired by true events, Olympic swimmer Harry Melchior defects from East Germany in the 1960s and hatches a daring plot to help his sister and others flee East Berlin through a 145-yard underground tunnel.",,The Tunnel,3.5,3.3365027618719845,"Inspired by true events, Olympic swimmer Harry Melchior defects from East Germany in the 1960s and hatches a daring plot to help his sister and others flee East Berlin through a 145-yard underground tunnel."
"War, Drama, Thriller",2440,10.187128,7.7,115.0,공동경비구역 JSA,2000-09-09,"In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining bullets in the assassin's magazine clip, amount to 16 bullets for a gun that should normally hold 15 bullets. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.",Eight shots! The truth is there,Joint Security Area,4.0,3.3679819066118277,"In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining bullets in the assassin's magazine clip, amount to 16 bullets for a gun that should normally hold 15 bullets. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.Eight shots! The truth is there"
"Fantasy, Animation, Horror, Comedy, Thriller, Science Fiction",919,2.925291,6.6,76.0,Blood: The Last Vampire,2000-11-18,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",,Blood: The Last Vampire,3.9572649572649574,3.355378984140627,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon."
"Thriller, Science Fiction, Mystery",437,15.317489,5.4,383.0,Cube 2: Hypercube,2002-04-15,The sequel to the low budget first film ‘Cube.’ This time the prisoners find them selves in a more advanced cube environment that they must escape from before they are killed. A science fiction film where space and time have more than one path.,There is more to fear than you can see.,Cube²: Hypercube,2.75,3.2452407239211034,The sequel to the low budget first film ‘Cube.’ This time the prisoners find them selves in a more advanced cube environment that they must escape from before they are killed. A science fiction film where space and time have more than one path.There is more to fear than you can see.
"Action, Thriller",3177,7.500419,4.9,115.0,Batoru rowaiaru II: Chinkonka,2003-07-05,"It's three years after the events of the original Battle Royale, and Shuya Nanahara is now an internationally-known terrorist determined to bring down the government. His terrorist group, Wild Seven, stages an attack that levels several buildings in Tokyo on Christmas Day, killing 8000 people. In order for the government to study the benefits of ""teamwork"", the new students work in pairs, with their collars electronically linked so that if one of them is killed, the other dies as well. They must kill Nanahara in three days - or die.",,Battle Royale II: Requiem,3.1666666666666665,3.325436586597029,"It's three years after the events of the original Battle Royale, and Shuya Nanahara is now an internationally-known terrorist determined to bring down the government. His terrorist group, Wild Seven, stages an attack that levels several buildings in Tokyo on Christmas Day, killing 8000 people. In order for the government to study the benefits of ""teamwork"", the new students work in pairs, with their collars electronically linked so that if one of them is killed, the other dies as well. They must kill Nanahara in three days - or die."
Drama,2841,10.896295,7.1,352.0,Un long dimanche de fiançailles,2004-10-26,"In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate...",Never let go,A Very Long Engagement,3.7954545454545454,3.3992284573782454,"In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate...Never let go"
"Drama, Romance",363,10.234986,7.3,111.0,Gegen die Wand,2004-03-11,Head On is German director Fatih Akin’s story of the alcoholic Cahit and Turkish Sibel. Akin tells the story of a love that can never be between two people who are too alike to not be together.,,Head-On,4.5,3.3915406914134496,Head On is German director Fatih Akin’s story of the alcoholic Cahit and Turkish Sibel. Akin tells the story of a love that can never be between two people who are too alike to not be together.
"Drama, Thriller, Mystery, Action",670,10.616859,8.0,2000.0,올드보이,2003-01-01,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.","15 years of imprisonment, five days of vengeance",Oldboy,3.1666666666666665,3.2531027378795105,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.15 years of imprisonment, five days of vengeance"
Drama,1913,14.69768,7.2,224.0,Mar adentro,2004-09-03,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.",Sensitive Drama About a Polemic Theme,The Sea Inside,3.7857142857142856,3.3768279672424906,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.Sensitive Drama About a Polemic Theme"
Comedy,2539,11.202764,5.8,375.0,Spanglish,2004-12-17,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",Every family has a hero.,Spanglish,3.2450980392156863,3.3207128395419,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.Every family has a hero."
Drama,5528,14.758133,7.5,553.0,Les Choristes,2004-03-17,"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration.",,The Chorus,3.1842105263157894,3.303195564280161,"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration."
"Crime, Thriller",179,12.047671,6.2,400.0,The Interpreter,2005-04-08,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",The truth needs no translation.,The Interpreter,3.5,3.3601494560170018,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.The truth needs no translation."
"Drama, Thriller",83,10.652818,5.3,320.0,Open Water,2004-08-06,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...",Scream all you want.,Open Water,3.0,3.2904900283390197,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...Scream all you want."
"Drama, Thriller, Crime",4836,9.642214,7.0,565.0,Layer Cake,2004-09-30,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",,Layer Cake,3.0,3.2641551321528737,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin..."
"Comedy, Documentary",3396,2.647884,7.0,28.0,The Yes Men,2003-09-07,"A comic, biting and revelatory documentary following a small group of prankster activists as they gain worldwide notoriety for impersonating the World Trade Organization (WTO) on television and at business conferences around the world.",Changing the world one prank at a time.,The Yes Men,3.9,3.3412972729822865,"A comic, biting and revelatory documentary following a small group of prankster activists as they gain worldwide notoriety for impersonating the World Trade Organization (WTO) on television and at business conferences around the world.Changing the world one prank at a time."
Drama,1404,6.32444,6.2,21.0,Ae Fond Kiss...,2004-02-13,A young man upsets his Punjabi family when he falls in love with an Irish schoolteacher.,,Ae Fond Kiss...,2.75,3.328297078824712,A young man upsets his Punjabi family when he falls in love with an Irish schoolteacher.
"Romance, Drama, Comedy, Music",464,3.643125,7.0,43.0,Så som i himmelen,2004-09-03,A musical romantic tragedy about a famous composer who moves back to his small hometown after having had heart troubles. His search for a simple everyday life leads him into teaching the local church choir which is not easily accepted by the town yet the choir builds a great love for their teacher.,,As It Is in Heaven,3.111111111111111,3.3295835920297727,A musical romantic tragedy about a famous composer who moves back to his small hometown after having had heart troubles. His search for a simple everyday life leads him into teaching the local church choir which is not easily accepted by the town yet the choir builds a great love for their teacher.
Documentary,1392,2.96237,6.7,61.0,Born into Brothels,2004-12-08,"The academy award winning documentary depicting the lives of child prostitutes in the red light district of Songachi, Calcutta. Director Zana Briski went to photograph the prostitutes when she met and became friends with their children. Briski began giving photography lessons to the children and became aware that their photography might be a way for them to lead better lives.",,Born into Brothels,3.375,3.3351167817344285,"The academy award winning documentary depicting the lives of child prostitutes in the red light district of Songachi, Calcutta. Director Zana Briski went to photograph the prostitutes when she met and became friends with their children. Briski began giving photography lessons to the children and became aware that their photography might be a way for them to lead better lives."
Documentary,291,2.203949,7.6,23.0,Riding Giants,2004-07-09,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.,,Riding Giants,2.0,3.319777479584884,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.
"Animation, Science Fiction, Thriller",3509,11.643026,6.8,540.0,A Scanner Darkly,2006-05-25,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,Everything Is Not Going To Be OK,A Scanner Darkly,3.3333333333333335,3.33384845738306,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.Everything Is Not Going To Be OK
Drama,70,14.471373,7.7,2519.0,Million Dollar Baby,2004-12-15,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.","Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,3.0208333333333335,3.1645782049414386,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love."
"Drama, History, War",205,10.262332,7.5,805.0,Hotel Rwanda,2004-09-11,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","When the world closed its eyes, he opened his arms.",Hotel Rwanda,4.0,3.5161866591820363,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.When the world closed its eyes, he opened his arms."
"Adventure, Comedy, Family, Fantasy",118,22.038405,6.7,3759.0,Charlie and the Chocolate Factory,2005-07-13,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",Willy Wonka is semi-sweet and nuts.,Charlie and the Chocolate Factory,2.8,2.99356893829274,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.Willy Wonka is semi-sweet and nuts."
"Drama, Romance, Crime",1280,12.949881,7.7,225.0,빈집,2004-10-15,"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him...",,3-Iron,4.157894736842105,3.4124467980667155,"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him..."
"Adventure, Comedy, Drama",421,6.936677,7.1,781.0,The Life Aquatic with Steve Zissou,2004-12-10,Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,"The deeper you go, the weirder life gets.",The Life Aquatic with Steve Zissou,3.0,3.244604846545534,"Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.The deeper you go, the weirder life gets."
Drama,2567,9.86738,7.0,1526.0,The Aviator,2004-12-17,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.","For some men, the sky was the limit. For him, it was just the beginning.",The Aviator,3.0,3.194862629901226,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.For some men, the sky was the limit. For him, it was just the beginning."
"Comedy, Drama, Romance",1901,7.684185,5.9,198.0,In Good Company,2004-12-29,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.","He's rich, young and handsome. He's in love with you and he's your dad's boss.",In Good Company,3.0,3.3056644164603477,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.He's rich, young and handsome. He's in love with you and he's your dad's boss."
"Drama, History, Thriller",842,10.107677,6.4,83.0,The Assassination of Richard Nixon,2004-05-17,"It’s 1974 and Sam Bicke has lost everything. His wife leaves him with his three kids, his boss fires him, his brother turns away from him, and the bank won’t give him any money to start anew. He tries to find someone to blame for his misfortunes and comes up with the President of the United States who he plans to murder.",The mad story of a true man.,The Assassination of Richard Nixon,2.3333333333333335,3.296575506106646,"It’s 1974 and Sam Bicke has lost everything. His wife leaves him with his three kids, his boss fires him, his brother turns away from him, and the bank won’t give him any money to start anew. He tries to find someone to blame for his misfortunes and comes up with the President of the United States who he plans to murder.The mad story of a true man."
"Comedy, Drama",342,3.894549,6.7,60.0,Sommersturm,2004-09-02,"Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteorlogical...",,Summer Storm,3.4375,3.3368051170162194,"Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteorlogical..."
"Drama, History, War",613,7.69224,7.7,1059.0,Der Untergang,2004-09-08,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.","April 1945, a nation awaits its...Downfall",Downfall,3.5,3.3889814624255097,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.April 1945, a nation awaits its...Downfall"
Drama,273,3.10114,7.0,16.0,Das weisse Rauschen,2001-12-31,"Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head.",,The White Sound,3.1296296296296298,3.33246032910017,"Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head."
"Thriller, Horror, Drama, Mystery",8968,9.704289,4.6,194.0,Boogeyman,2005-02-04,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?",You thought it was just a story.,Boogeyman,2.3333333333333335,3.2507166679433017,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?You thought it was just a story."
"Comedy, Romance",6961,5.615303,6.2,238.0,The Wedding Date,2005-02-04,"With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.",Love doesn't come cheap.,The Wedding Date,3.25,3.3255648262021222,"With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.Love doesn't come cheap."
Drama,2517,5.196429,7.8,92.0,誰も知らない,2004-08-07,"In Tokyo, the reckless single mother Keiko moves to a small apartment with her twelve years old son Akira Fukushima and hidden in the luggage, his siblings Kyoko, Shigeru and Yuki. The children have different fathers and do not have schooling, but they have a happy life with their mother. When Keiko finds a new boyfriend, she leaves the children alone, giving some money to Akira and assigning him to take care of his siblings. When the money finishes, Akira manages to find means to survive with the youngsters without power supply, gas or water at home, and with the landlord asking for the rental.",,Nobody Knows,3.375,3.335671336462499,"In Tokyo, the reckless single mother Keiko moves to a small apartment with her twelve years old son Akira Fukushima and hidden in the luggage, his siblings Kyoko, Shigeru and Yuki. The children have different fathers and do not have schooling, but they have a happy life with their mother. When Keiko finds a new boyfriend, she leaves the children alone, giving some money to Akira and assigning him to take care of his siblings. When the money finishes, Akira manages to find means to survive with the youngsters without power supply, gas or water at home, and with the landlord asking for the rental."
"War, Drama",661,2.617272,7.1,39.0,Die Ehe der Maria Braun,1979-02-20,"The Marriage of Maria Braun is a collage of the times in Germany after the war, economic miracles, and a portrait of a woman who in her circumstances wants to emancipate and have a successful and happy career.",,The Marriage of Maria Braun,3.6320754716981134,3.339320095584364,"The Marriage of Maria Braun is a collage of the times in Germany after the war, economic miracles, and a portrait of a woman who in her circumstances wants to emancipate and have a successful and happy career."
"Documentary, Foreign",41569,0.468995,6.7,5.0,The Nomi Song,2004-03-23,"Looks like an alien, sings like a diva - Klaus Nomi was one of the 1980s' most profoundly bizarre characters to emerge through rock music: a counter tenor who sang pop music like opera and brought opera to club audiences and made them like it. The Nomi Song is a film about fame, death, friendship, betrayal, opera, and the greatest New Wave rock star that never was!",,The Nomi Song,3.282608695652174,3.3338587109084723,"Looks like an alien, sings like a diva - Klaus Nomi was one of the 1980s' most profoundly bizarre characters to emerge through rock music: a counter tenor who sang pop music like opera and brought opera to club audiences and made them like it. The Nomi Song is a film about fame, death, friendship, betrayal, opera, and the greatest New Wave rock star that never was!"
"Drama, Fantasy, Horror",561,9.615691,6.6,1837.0,Constantine,2005-02-08,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.","Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",Constantine,3.0,3.179614855866937,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.Hell Wants Him, Heaven Won't Take Him, Earth Needs Him."
"Thriller, Mystery",1942,11.74416,6.6,35.0,Bunny Lake Is Missing,1965-10-03,"A woman reports that her young daughter is missing, but there seems to be no evidence that she ever existed.",No one admitted while the clock is ticking!,Bunny Lake Is Missing,4.333333333333333,3.3500786703382315,"A woman reports that her young daughter is missing, but there seems to be no evidence that she ever existed.No one admitted while the clock is ticking!"
"Fantasy, Action, Thriller",3040,8.803869,6.3,212.0,Ночной дозор,2004-06-27,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",All That Stands Between Light And Darkness Is The Night Watch.,Night Watch,3.4166666666666665,3.3414397012030115,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrageAll That Stands Between Light And Darkness Is The Night Watch."
